City,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,hami,42.8,93.45,23.32,54,100,1.45,CN,1706643334
293,grand-lahou,5.1367,-5.0242,81.14,83,2,10.63,CI,1706643334
294,marapanim,-0.7175,-47.6997,82.29,74,98,6.93,BR,1706643335
295,gadzhiyevo,69.2551,33.3362,37.74,75,87,31.25,RU,1706643335
296,arni,12.6667,79.2833,69.89,88,15,3.65,IN,1706643336
297,bakhmach,51.1808,32.7569,26.89,87,100,6.11,UA,1706643336
298,cuyamel,15.6667,-88.2,77.02,71,100,0.47,HN,1706643337
299,oamaru,-45.0784,170.9801,58.37,89,13,15.12,NZ,1706643337
300,kongolo,-5.3833,27.0,69.71,95,100,0.94,CD,1706643338
301,selfoss,63.9331,-20.9971,26.04,73,100,24.05,IS,1706643338
302,chilliwack,49.1747,-121.9443,56.79,87,100,3.44,CA,1706643339
303,al qitena,14.8648,32.3668,69.51,15,1,13.24,SD,1706643339
304,ust-nera,64.5667,143.2,-32.66,100,100,3.29,RU,1706643340
305,harper,4.375,-7.7169,81.59,79,58,8.12,LR,1706643340
306,akrehamn,59.2667,5.1833,37.99,93,75,4.61,NO,1706643341
307,mil'kovo,55.6078,37.7956,32.59,94,100,3.38,RU,1706643341
308,conde,-7.2597,-34.9075,87.26,62,40,12.66,BR,1706643342
309,nieuw amsterdam,5.8833,-55.0833,87.96,70,40,9.22,SR,1706643342
310,cabo san lucas,22.8909,-109.9124,86.31,52,75,13.8,MX,1706643343
311,cooper's town,26.8667,-77.5167,67.44,54,96,5.66,BS,1706643343
312,palm beach,26.6503,-80.4498,74.01,54,23,5.46,US,1706643137
313,geraldton,-28.7667,114.6,72.01,73,0,10.36,AU,1706643344
314,colonia,50.9333,6.95,50.58,75,100,11.5,DE,1706643247
315,bugul'ma,54.55,52.8,22.93,97,94,17.72,RU,1706643345
316,filingue,14.3521,3.3168,76.15,14,58,10.22,NE,1706643346
317,mpika,-11.8343,31.4529,62.29,92,29,2.21,ZM,1706643346
318,belyy yar,53.6039,91.3903,-16.71,91,99,2.24,RU,1706643347
319,lensk,60.7253,114.9278,-27.8,99,34,4.38,RU,1706643288
320,cam ranh,11.9214,109.1591,75.16,78,20,4.61,VN,1706643348
321,kailua-kona,19.6406,-155.9956,76.5,92,100,13.8,US,1706643319
322,castelli,-25.9468,-60.6195,105.26,17,0,5.23,AR,1706643348
323,sanluri,39.5611,8.8994,51.96,90,34,2.59,IT,1706643349
324,mwinilunga,-11.7358,24.4293,65.71,84,53,2.75,ZM,1706643349
325,schuyler,42.4167,-76.883,36.79,90,100,3.0,US,1706643350
326,nevada,39.2502,-116.7512,49.84,39,0,3.85,US,1706643350
327,sitka,57.0531,-135.33,37.29,81,100,9.22,US,1706643202
328,yendi,9.4427,-0.0099,89.31,14,100,5.12,GH,1706643351
329,enriquillo,17.9,-71.2333,87.48,71,36,6.46,DO,1706643351
330,goundi,9.3627,17.366,81.68,14,0,5.19,TD,1706643352
331,teknaf,20.8624,92.3058,60.6,56,47,5.95,BD,1706643352
332,tongchuanshi,35.0806,109.0897,33.84,75,74,2.84,CN,1706643353
333,alpena,45.0617,-83.4327,37.11,97,100,3.44,US,1706643353
334,port isabel,26.0734,-97.2086,73.08,65,0,8.99,US,1706643300
335,bata,1.8639,9.7658,81.5,83,22,6.82,GQ,1706643354
336,hammerfest,70.6634,23.6821,43.25,65,40,35.68,NO,1706643355
337,claveria,18.6074,121.0832,69.87,86,4,12.55,PH,1706643355
338,thunder bay,48.4001,-89.3168,35.58,75,100,9.22,CA,1706643056
339,nabire,-3.3667,135.4833,76.64,92,86,2.46,ID,1706643356
340,basoko,1.2391,23.616,82.44,45,99,2.55,CD,1706643357
341,bikenibeu village,1.3673,173.1241,82.36,78,75,8.05,KI,1706643358
342,kuta,-8.7233,115.1723,80.55,83,40,1.14,ID,1706643358
343,sarangani,5.4033,125.4636,81.12,77,100,7.2,PH,1706643359
344,pangody,65.85,74.4859,-4.4,95,39,15.73,RU,1706643359
345,luanco,43.6152,-5.7934,58.46,89,97,6.08,ES,1706643360
346,atamyrat,37.8357,65.2106,41.0,61,46,7.61,TM,1706643360
347,portland,45.5234,-122.6762,57.96,79,100,8.05,US,1706642990
348,christchurch,-43.5333,172.6333,63.32,82,57,5.75,NZ,1706643361
349,guelmim,28.987,-10.0574,75.54,9,100,13.8,MA,1706643362
350,mount gambier,-37.8333,140.7667,52.11,91,9,3.98,AU,1706643362
351,kedrovyy,56.1667,91.8167,-21.14,100,76,3.09,RU,1706643363
352,sokcho,38.2083,128.5911,30.81,74,93,5.75,KR,1706643363
353,ghormach,35.7306,63.7826,37.63,84,93,9.82,AF,1706643364
354,palasa,18.7667,84.4167,67.15,80,6,3.56,IN,1706643364
355,naze,28.3667,129.4833,65.32,80,99,19.44,JP,1706643365
356,hovd,48.0056,91.6419,-7.94,95,88,0.49,MN,1706643365
357,leticia,-4.2153,-69.9406,80.65,100,40,3.44,CO,1706643366
358,zeya,53.75,127.2667,-22.52,99,58,1.88,RU,1706643366
359,horta,38.5333,-28.6333,62.24,83,20,12.66,PT,1706643367
360,trairi,-3.2778,-39.2689,84.6,69,4,12.57,BR,1706643165
361,lazaro cardenas,17.9583,-102.2,84.11,59,100,8.88,MX,1706643368
362,kaiapoi,-43.3783,172.6401,66.07,80,35,5.75,NZ,1706643368
363,baruun-urt,46.6806,113.2792,-28.91,98,19,4.9,MN,1706643369
364,mersing,2.4312,103.8405,78.71,83,20,8.05,MY,1706643369
365,polyarnyy,69.1989,33.4478,38.01,76,89,29.39,RU,1706643370
366,hilo,19.7297,-155.09,83.12,62,0,1.99,US,1706643370
367,kapuskasing,49.4169,-82.4331,33.89,86,100,11.5,CA,1706643123
368,khandyga,62.6667,135.6,-44.28,100,99,2.1,RU,1706643372
369,saipan,15.1355,145.701,77.7,61,75,14.97,MP,1706643372
370,bamboo flat,11.7,92.7167,78.89,89,20,0.0,IN,1706643373
371,omdurman,15.6445,32.4777,69.94,14,0,15.7,SD,1706643373
372,mossel bay,-34.1831,22.146,69.73,88,100,13.4,ZA,1706643374
373,luanda,-8.8368,13.2343,82.4,85,40,5.75,AO,1706643374
374,weno,7.4515,151.8468,80.55,74,100,9.22,FM,1706643375
375,tanushimarumachi-toyoki,33.35,130.6833,46.22,71,100,2.98,JP,1706643375
376,la tuque,47.4334,-72.7824,19.65,49,100,6.91,CA,1706643376
377,swakopmund,-22.6833,14.5333,72.45,83,5,5.99,NA,1706643376
378,eydhafushi,5.1033,73.0708,81.93,75,92,12.93,MV,1706643377
379,maracaibo,10.6317,-71.6406,89.02,51,7,7.74,VE,1706643377
380,limavady,55.0504,-6.9507,42.57,81,0,13.8,GB,1706643378
381,penaranda de bracamonte,40.9011,-5.2003,52.34,64,48,5.55,ES,1706643379
382,murghob,38.1702,73.9667,4.03,50,12,6.78,TJ,1706643379
383,kone,-21.0595,164.8658,78.4,78,93,1.52,NC,1706643380
384,balaipungut,1.05,101.2833,74.01,94,100,2.04,ID,1706643380
385,kerikeri,-35.2268,173.9474,67.91,90,9,1.99,NZ,1706643381
386,fort mcmurray,56.7268,-111.381,44.19,87,100,10.36,CA,1706643381
387,urengoy,65.9667,78.3667,-4.68,95,67,13.22,RU,1706643382
388,kazanskaya,45.4106,40.4361,29.32,68,20,1.7,RU,1706643383
389,tumayr,25.7039,45.868,61.75,30,30,8.63,SA,1706643383
390,port moresby,-9.4431,147.1797,78.22,94,20,5.75,PG,1706643384
391,san antonio de pale,-1.4014,5.6325,82.51,77,92,3.27,GQ,1706643384
392,pirane,-25.7324,-59.1088,101.68,19,0,7.92,AR,1706643385
393,chitapur,17.1167,77.0833,73.89,38,27,3.18,IN,1706643385
394,kenora,49.8167,-94.4337,32.97,93,100,13.8,CA,1706643190
395,bengkulu,-3.8004,102.2655,76.19,90,99,3.24,ID,1706643387
396,tadine,-21.55,167.8833,76.75,71,14,7.85,NC,1706643387
397,aligudarz,33.4006,49.6949,29.68,88,96,1.77,IR,1706643388
398,dosso,13.049,3.1937,76.62,17,55,10.69,NE,1706643388
399,quellon,-43.1167,-73.6167,65.62,60,77,6.71,CL,1706643389
400,dunedin,-45.8742,170.5036,57.79,89,65,5.99,NZ,1706643390
401,afaahiti,-17.75,-149.2833,84.07,82,86,6.96,PF,1706643390
402,nicoya,10.1483,-85.452,94.14,30,18,18.25,CR,1706643391
403,valdivia,-39.8142,-73.2459,80.69,41,0,8.23,CL,1706643391
404,bel ombre,-4.6167,55.4167,82.24,78,20,2.3,SC,1706643392
405,murmashi,68.8154,32.8115,39.61,74,0,13.42,RU,1706643393
406,loudeac,48.1783,-2.7543,44.19,84,100,4.27,FR,1706643393
407,padangsidempuan,1.3667,99.2667,71.6,97,100,3.29,ID,1706643394
408,utrik,11.2278,169.8474,78.89,74,100,20.98,MH,1706643394
409,campofelice di roccella,37.9902,13.8854,48.15,70,0,7.0,IT,1706643395
410,palenque,17.5167,-91.9667,73.56,68,100,0.0,MX,1706643395
411,pacific grove,36.6177,-121.9166,66.38,85,0,11.01,US,1706643396
412,la passe,45.5549,-0.8967,52.03,89,38,4.72,FR,1706643396
413,yigo village,13.5361,144.8886,77.29,72,20,21.85,GU,1706643397
414,moissala,8.3404,17.7663,81.48,16,0,5.14,TD,1706643397
415,acajutla,13.5928,-89.8275,87.21,44,100,6.17,SV,1706643398
416,ponta delgada,37.7333,-25.6667,61.52,82,20,9.22,PT,1706643398
417,barcelos,41.5388,-8.6151,61.92,78,99,4.03,PT,1706643175
418,gueret,46.1667,1.8667,43.95,95,69,1.86,FR,1706643400
419,indre arna,60.4247,5.4764,33.66,75,6,4.07,NO,1706643400
420,junction city,39.0286,-96.8314,58.39,55,0,6.91,US,1706643137
421,freetown,8.484,-13.2299,83.91,70,3,12.66,SL,1706643401
422,mar del plata,-38.0023,-57.5575,81.95,78,40,16.11,AR,1706643194
423,ca mau,9.1769,105.15,74.19,89,91,5.82,VN,1706643402
424,san luis de la loma,17.2706,-100.8939,84.97,59,100,10.13,MX,1706643403
425,inari,68.906,27.0288,37.6,79,86,21.41,FI,1706643403
426,ghat,24.9647,10.1728,55.08,35,0,8.37,LY,1706643404
427,shakiso,5.75,38.9167,64.62,59,72,4.45,ET,1706643404
428,turtas,58.9417,69.1325,4.71,96,100,6.73,RU,1706643405
429,el bayadh,33.6832,1.0193,50.79,46,100,4.97,DZ,1706643405
430,mocimboa,-11.3167,40.35,75.45,92,100,3.89,MZ,1706643406
431,rio grande,-32.035,-52.0986,84.31,62,10,15.66,BR,1706643117
432,gizo,-8.103,156.8419,80.02,78,100,4.38,SB,1706643407
433,ponnani,10.767,75.9252,76.32,77,40,3.4,IN,1706643407
434,aqsay,51.1678,52.995,20.98,96,95,10.54,KZ,1706643408
435,hadibu,12.65,54.0333,76.46,77,96,9.78,YE,1706643409
436,severo-yeniseyskiy,60.3725,93.0408,-20.42,94,21,4.0,RU,1706643409
437,zaozersk,69.4005,32.4476,37.47,76,78,32.53,RU,1706643409
438,juan griego,11.0817,-63.9655,98.73,41,98,16.11,VE,1706643410
439,bloemfontein,-29.1211,26.214,76.48,44,100,5.75,ZA,1706643410
440,auki,-8.7676,160.7034,77.09,93,100,13.33,SB,1706643411
441,peterborough,52.5736,-0.2478,42.98,93,49,8.05,GB,1706643411
442,laojunmiao,39.8333,97.7333,19.85,41,100,7.7,CN,1706643412
443,necochea,-38.5473,-58.7368,80.13,59,6,13.0,AR,1706643413
444,lebu,-37.6167,-73.65,64.81,64,0,15.73,CL,1706643413
445,andergrove,-21.0833,149.1833,77.65,85,100,4.63,AU,1706643413
446,sucre,-19.0333,-65.2627,66.42,54,89,12.91,BO,1706643414
447,santiago de cao,-7.9589,-79.2392,77.13,78,0,12.66,PE,1706643414
448,nueva esperanza,15.2667,-87.6,67.62,91,100,2.51,HN,1706643415
449,sarkand,45.41,79.9186,22.86,84,99,4.14,KZ,1706643415
450,chauk,20.8833,94.8167,64.9,53,29,3.09,MM,1706643416
451,al quwayrah,29.8004,35.3116,48.2,57,1,3.89,JO,1706643417
452,taranto,40.6167,17.25,44.89,60,0,3.44,IT,1706643417
453,nyrob,60.733,56.7202,27.12,95,100,6.98,RU,1706643418
454,bulawayo,-20.15,28.5833,67.48,57,0,7.96,ZW,1706643418
455,rikaze,29.25,88.8833,25.86,41,3,4.85,CN,1706643419
456,cherepanovo,54.2222,83.381,-9.27,100,89,4.72,RU,1706643419
457,surgeres,46.1,-0.75,51.73,91,96,4.45,FR,1706643420
458,houghton,47.1219,-88.569,35.11,94,100,9.22,US,1706643305
459,qamdo,31.1667,97.2333,12.22,49,99,4.63,CN,1706643421
460,sofo-birnin-gwari,11.0154,6.7804,77.7,18,65,12.64,NG,1706643422
461,manokwari,-0.8667,134.0833,79.86,80,100,0.87,ID,1706643422
462,karratha,-20.7377,116.8463,79.7,76,72,7.65,AU,1706643423
463,clodomira,-27.5744,-64.1311,107.2,14,0,7.65,AR,1706643423
464,kolonia town,6.964,158.206,80.6,78,40,6.91,FM,1706643424
465,port hedland,-20.3167,118.5667,80.65,83,75,6.91,AU,1706643425
466,darwin,-12.4611,130.8418,78.89,93,90,5.75,AU,1706643241
467,lincoln city,44.9582,-124.0179,59.36,88,100,11.01,US,1706643426
468,ulladulla,-35.35,150.4667,71.76,91,98,7.54,AU,1706643426
469,susuman,62.7833,148.1667,-36.45,100,95,0.87,RU,1706643427
470,shumikha,55.2261,63.2961,6.1,96,100,10.27,RU,1706643428
471,novoagansk,61.9449,76.6625,-11.07,99,46,8.52,RU,1706643428
472,khovd,48.0056,91.6419,-7.94,95,88,0.49,MN,1706643429
473,nuku'alofa,-21.1333,-175.2,80.94,94,75,4.61,TO,1706643430
474,khao yoi,13.2403,99.8243,73.8,75,11,5.17,TH,1706643430
475,port augusta,-32.5,137.7667,61.27,64,0,18.77,AU,1706643431
476,tofol,5.3248,163.0078,81.9,76,100,17.49,FM,1706643431
477,st. john's,47.5649,-52.7093,23.79,79,100,23.02,CA,1706643355
478,tabuk,17.4189,121.4443,64.47,90,4,4.36,PH,1706643432
479,bagayevskaya,47.32,40.38,29.16,89,99,7.85,RU,1706643433
480,floro,61.5996,5.0328,37.36,75,75,13.8,NO,1706643433
481,san javier,37.8063,-0.8374,59.99,77,100,8.01,ES,1706643434
482,talcahuano,-36.7167,-73.1167,78.48,44,0,14.97,CL,1706643435
483,sihanoukville,10.6093,103.5296,78.75,83,40,10.36,KH,1706643435
484,al qadarif,14.0349,35.3834,75.78,18,50,11.92,SD,1706643436
485,trashi yangtse,27.6116,91.498,38.93,97,81,1.28,BT,1706643436
486,antsiranana,-12.2787,49.2917,76.06,90,25,5.46,MG,1706643437
487,rawai,7.7797,98.3253,78.91,76,40,18.63,TH,1706643437
488,salinopolis,-0.6136,-47.3561,81.75,76,98,8.97,BR,1706643396
489,monte alegre,-2.0078,-54.0692,87.87,59,69,5.37,BR,1706643438
490,saimbeyli,37.9863,36.0906,33.04,74,100,6.29,TR,1706643439
491,zhanaozen,43.3,52.8,24.19,56,100,8.66,KZ,1706643439
492,sittwe,20.15,92.9,62.87,62,11,6.53,MM,1706643440
493,sant lluis,39.8526,4.2594,54.0,82,40,4.61,ES,1706643440
494,key west,24.5557,-81.7826,68.0,62,20,8.05,US,1706643441
495,crane,31.3974,-102.3501,64.94,29,53,6.15,US,1706643441
496,errachidia,31.9275,-4.4285,60.85,20,0,4.61,MA,1706643442
497,kavieng,-2.5744,150.7967,82.87,77,100,9.15,PG,1706643442
498,san pedro del parana,-26.8333,-56.2,94.32,29,0,7.67,PY,1706643444
499,cameron,26.117,-97.5169,73.11,50,0,6.91,US,1706643444
500,tralee,52.2704,-9.7026,41.47,82,100,7.49,IE,1706643445
501,dompu,-8.5356,118.4622,74.5,91,100,0.69,ID,1706643445
502,aberglasslyn,-32.7,151.5333,75.56,91,39,0.6,AU,1706643446
503,ain sefra,32.75,-0.5833,51.35,41,100,3.56,DZ,1706643446
504,mekhe,15.1097,-16.6218,72.88,34,45,11.41,SN,1706643447
505,amga,60.8953,131.9608,-29.07,98,100,1.28,RU,1706643448
506,jacmel,18.2342,-72.5347,84.04,70,33,5.5,HT,1706643448
507,talnakh,69.4865,88.3972,-0.8,81,100,11.14,RU,1706643449
508,edd,13.9297,41.6925,77.47,87,96,11.03,ER,1706643449
509,midvagur,62.0511,-7.1939,45.43,87,100,14.97,FO,1706643450
510,borogontsy,62.6683,131.1683,-29.2,95,100,1.23,RU,1706643450
511,guarapari,-20.6667,-40.4975,85.89,92,100,9.04,BR,1706643185
512,mount isa,-20.7333,139.5,78.57,89,100,16.11,AU,1706643451
513,oranjemund,-28.55,16.4333,65.68,94,2,6.64,NA,1706643452
514,forster,-32.1667,152.5167,64.29,100,12,3.33,AU,1706643452
515,malango,-2.9627,119.9001,69.53,97,100,2.39,ID,1706643453
516,vila franca do campo,37.7167,-25.4333,61.21,91,29,5.08,PT,1706643454
517,st. paul,44.9444,-93.0933,40.64,76,100,10.36,US,1706643454
518,khark,29.2614,50.3306,67.95,59,2,7.99,IR,1706643455
519,montagu,-40.7667,144.9667,57.96,83,42,11.21,AU,1706643455
520,nar'yan-mar,67.6713,53.087,27.1,93,94,15.01,RU,1706643456
521,waingapu,-9.6567,120.2641,77.14,83,54,5.55,ID,1706643205
522,jwaneng,-24.6004,24.7303,76.64,46,98,3.49,BW,1706643457
523,walvis bay,-22.9575,14.5053,72.55,68,5,5.75,NA,1706643458
524,tolanaro,-25.0319,46.9987,77.07,78,40,13.8,MG,1706643458
525,nagqu,31.5,92.0,9.77,42,100,2.77,CN,1706643459
526,namibe,-15.1961,12.1522,75.56,79,63,3.31,AO,1706643459
527,kristiansund,63.1115,7.732,36.25,41,0,2.3,NO,1706643460
528,joshimath,30.5667,79.5667,37.22,50,1,6.49,IN,1706643460
529,valle de la pascua,9.2155,-66.0073,98.33,28,84,4.32,VE,1706643461
530,banjar,-8.19,114.9675,77.14,91,100,1.63,ID,1706643462
531,kukawa,12.9234,13.5606,69.91,40,2,8.68,NG,1706643462
532,fairbanks,64.8378,-147.7164,-16.64,67,75,0.0,US,1706643337
533,moanda,-1.5575,13.2178,75.43,81,91,2.66,GA,1706643464
534,sanctuary point,-35.1114,150.629,70.75,93,100,7.18,AU,1706643465
535,guerrero negro,27.9769,-114.0611,73.13,35,0,7.92,MX,1706643465
536,caucete,-31.6518,-68.2811,105.8,14,4,7.65,AR,1706643466
537,idri,27.5,13.2667,50.56,42,0,10.25,LY,1706643466
538,mayahi,13.9553,7.6712,70.68,16,9,11.25,NE,1706643467
539,coquimbo,-29.9533,-71.3436,65.93,82,75,10.36,CL,1706643468
540,mangrol,21.1167,70.1167,70.88,82,99,10.94,IN,1706643468
541,tomatlan,19.9333,-105.25,86.68,51,100,8.95,MX,1706643469
542,oruro,-17.9833,-67.15,64.89,45,40,12.66,BO,1706643469
543,slavgorod,52.9978,78.6449,-1.16,95,100,7.38,RU,1706643470
544,manismata,-2.4667,111.0333,74.37,99,100,1.41,ID,1706643470
545,saeby,57.3319,10.5225,45.97,97,100,11.05,DK,1706643471
546,ramadi,33.4226,43.3058,52.48,61,19,6.73,IQ,1706643434
547,tindouf,27.6711,-8.1474,68.45,19,0,5.75,DZ,1706643472
548,bereznik,62.8551,42.7072,27.86,90,27,7.38,RU,1706643472
549,kununurra,-15.7667,128.7333,75.18,94,69,4.61,AU,1706643473
550,castillos,-34.1667,-53.8333,77.59,46,1,10.42,UY,1706643473
551,fort st. john,56.2499,-120.8529,48.09,43,20,28.77,CA,1706643474
552,dalnegorsk,44.5604,135.5701,12.81,84,100,2.42,RU,1706643474
553,igarka,67.4667,86.5833,-7.58,83,76,16.37,RU,1706643474
554,meadow lakes,61.6247,-149.6011,3.09,85,100,0.0,US,1706643475
555,azemmour,33.2895,-8.3425,61.39,60,99,9.31,MA,1706643475
556,west bay,19.3667,-81.4167,77.07,50,40,12.66,KY,1706643476
557,tarko-sale,64.9225,77.785,-7.24,95,12,14.29,RU,1706643476
558,beira,-19.8436,34.8389,80.69,83,40,13.8,MZ,1706643477
559,satka,55.0425,59.04,13.41,96,100,4.29,RU,1706643477
560,callao,-12.0667,-77.15,82.69,65,20,11.5,PE,1706643478
561,gondar,12.6,37.4667,61.61,48,91,2.19,ET,1706643478
562,aquia harbour,38.4626,-77.3889,47.05,67,100,6.91,US,1706643314
563,xiaoshi,41.2971,124.1209,19.65,96,100,5.1,CN,1706643479
564,betio village,1.358,172.9211,82.44,74,95,12.06,KI,1706643480
565,lima,-12.0432,-77.0282,80.85,65,20,11.5,PE,1706643449
566,es castell,39.8795,4.2854,54.28,82,40,4.61,ES,1706643481
567,ust-tsilma,65.441,52.1498,29.61,93,85,8.99,RU,1706643481
568,las toscas,-28.3529,-59.258,98.47,25,0,5.55,AR,1706643481
569,samho-rodongjagu,39.9475,127.8711,26.62,77,27,5.3,KP,1706643482
570,los llanos de aridane,28.6585,-17.9182,66.13,43,0,8.01,ES,1706643482
571,huarmey,-10.0681,-78.1522,79.57,74,98,11.79,PE,1706643483
572,port macquarie,-31.4333,152.9167,66.88,89,19,2.73,AU,1706643438
573,machico,32.7,-16.7667,67.01,82,20,5.75,PT,1706643484
574,kangding,30.0513,101.9603,33.3,72,1,7.34,CN,1706643484
575,capitan bado,-23.2667,-55.5333,96.82,20,4,8.21,PY,1706643485
576,tosham,28.8833,75.9167,54.81,61,0,6.38,IN,1706643486
577,umm kaddadah,13.6017,26.6876,62.67,21,71,12.39,SD,1706643486
578,malvan,16.0667,73.4667,73.69,70,62,7.63,IN,1706643487
579,mogadishu,2.0371,45.3438,79.45,80,92,21.54,SO,1706643487
580,xuddur,4.1213,43.8894,81.99,39,20,13.15,SO,1706643488
581,waspan,14.7419,-83.9717,77.79,79,93,10.07,NI,1706643488
582,usinsk,65.9939,57.5281,18.07,96,100,8.99,RU,1706643489
583,kalabo,-14.97,22.6814,71.92,78,64,4.94,ZM,1706643489
584,ksar el boukhari,35.8889,2.7491,52.38,70,100,3.27,DZ,1706643490
585,matoury,4.8483,-52.3317,85.96,74,75,12.66,GF,1706643490
586,el bauga,18.262,33.9081,63.97,19,52,15.79,SD,1706643491
587,verkhnyaya sinyachikha,57.976,61.6673,19.83,95,100,7.78,RU,1706643491
